matrícula,nome,idade,renda,cor,sexo,ano_curso,escola,curso,logradouro,numero,bairro,cidade,uf,cep,motivação,porcentagem_concluida_curso,coordenadas_long_lat,distrito,distancia_ate_puc
RA55000351,Laelco Brandão,21,2295.88,branca,masculino,5,privada,ciência de dados,Rua Rui Boto de Sousa,425,Jardim Aracati,São Paulo,SP,04949-020,3,1.4285714285714286,"-46.7670013, -23.7192588",JD ANGELA,22444.047195329244
RA55000352,Etiene Cirne Moreno Clementino,21,2582.87,branca,feminino,5,privada,história,Rua Rio de Janeiro,805,Parque Recreio,São Paulo,SP,04891-230,3,1.25,"-46.7442007, -23.8480828",PARELHEIROS,35361.43494647678
RA55000353,Adicelma Cruz,21,2971.87,branca,feminino,5,pública,engenharia biomédica,Rua Vandoma,793,Parque Cocaia,São Paulo,SP,04850-170,2,1.0,"-46.6784405, -23.7543455",GRAJAU,24129.31153547043
RA55000354,Onei Escobar Lagos Carreiro,21,3321.87,preta,masculino,5,privada,medicina,Rua João Canzi,697,Jardim Patente,São Paulo,SP,04243-090,2,0.8333333333333334,"-46.5872923, -23.6255862",SACOMA,12985.103945827625
RA55000355,Lazira Soverosa,21,2883.87,branca,feminino,5,privada,administração,Rua Dom Valverde,947,Vila Monumento,São Paulo,SP,04261-090,2,1.25,"-46.6118806, -23.5805204",IPIRANGA,7686.081850582185
RA55000356,Poleana Areosa Fraga Cartaxo,21,3152.87,branca,feminino,5,pública,filosofia,Rua Monsenhor Salim,959,Itaim Paulista,São Paulo,SP,08111-180,2,1.6666666666666667,"-46.3795467, -23.4951311",ITAIM PAULISTA,30166.617988947506
RA55000357,Eziel Amado Pegado Barbalho,21,2806.87,branca,masculino,5,privada,engenharia biomédica,Rua Capitão José Leite,77,Vila Matilde,São Paulo,SP,03510-010,2,1.0,"-46.5286835, -23.5390253",VILA MATILDE,14551.398143026337
RA55000358,Dib Torquato Quinterno Bouças,21,2910.87,branca,masculino,5,pública,ciência da computação,Praça Capri,573,Jardim Leonor Mendes de Barros,São Paulo,SP,02347-040,3,1.25,"-46.6110238, -23.463234",TREMEMBE,10363.77742386876
RA55000359,Islandia Valcácer Brum Castro,21,2904.87,branca,feminino,5,privada,ciência da computação,Praça M'Boi,654,Butantã,São Paulo,SP,05511-030,3,1.25,"-46.751149, -23.5726334",RIO PEQUENO,9027.675237697018
RA55000360,Sortenes Espargosa Bettencourt,21,2613.87,branca,masculino,5,pública,história,Rua Joaquim Caetano,994,Cidade Nova América,São Paulo,SP,04897-525,3,1.25,"-46.6795882, -23.8695285",PARELHEIROS,36972.72307699568
RA55000361,Lorrana Fogaça,21,3056.87,branca,feminino,5,privada,filosofia,Rua São Judas,868,Condomínio Jequirituba,São Paulo,SP,04851-604,2,1.6666666666666667,"-46.7057505, -23.8155891",PARELHEIROS,31146.761511347417
RA55000362,Gilliard Cobra Reis,21,2855.87,branca,masculino,5,privada,direito,Rua 9 de Setembro,652,Chácara Gaivotas,São Paulo,SP,04849-333,2,1.0,"-46.661306, -23.7337253",GRAJAU,21842.274882264333
RA55000363,Cleison Homem Pinho,21,2904.87,branca,masculino,5,privada,filosofia,Rua Pedro Doll,676,Santana,São Paulo,SP,02404-001,2,1.6666666666666667,"-46.6314, -23.4902621",SANTANA,6703.2872424627785
RA55000364,Kethellen  Figueira,21,2790.87,branca,feminino,5,pública,engenharia biomédica,Rua Dirceu de Almeida,46,Parque São Domingos,São Paulo,SP,05126-110,2,1.0,"-46.7417579, -23.5022889",SAO DOMINGOS,8238.57036387363
RA55000365,Denilia Caçoilo Monsanto Barroqueiro,21,2879.87,branca,feminino,5,privada,direito,Rua Capitão Luís Ramos,871,Vila Guilherme,São Paulo,SP,02066-010,2,1.0,"-46.6059649, -23.503564",VILA GUILHERME,7692.123355123877
RA55000366,Reci Baldaia,21,3598.86,branca,feminino,5,privada,engenharia biomédica,Avenida Ceci,688,Planalto Paulista,São Paulo,SP,04065-004,2,1.0,"-46.6521425, -23.6156353",SAUDE,8865.679592638784
RA55000367,Valdomira Valverde Carromeu,21,3430.87,branca,feminino,5,privada,direito,Rua Vinte e Quatro de Dezembro,307,Vila Dom Pedro II,São Paulo,SP,02241-050,3,1.0,"-46.6084829, -23.4900508",TUCURUVI,8347.60136166184
RA55000368,Sumika Ramos Carvalhais,21,3643.86,preta,feminino,5,privada,administração,Avenida Marechal Tito,891,Jardim Silva Teles,São Paulo,SP,08160-495,3,1.25,"-46.4371255, -23.4950325",SAO MIGUEL,24380.81834773196
RA55000369,Belizario Vidal Quintana Carromeu,21,2604.87,branca,masculino,5,privada,direito,Rua Baltazar Barbosa,836,Parque São Rafael,São Paulo,SP,08320-500,3,1.0,"-46.4764464, -23.6190818",SAO RAFAEL,21837.095032056637
RA55000370,Wanilse Severiano Ramos,21,2748.87,branca,feminino,5,privada,história,Rua Pedro Bruno,172,Butantã,São Paulo,SP,05506-010,3,1.25,"-46.7094469, -23.5627911",BUTANTA,4780.916140049881
RA55000371,Cacimiro Toscano,21,3317.87,branca,masculino,5,privada,ciência de dados,Rua Vinte e Dois de Abril,329,Lajeado,São Paulo,SP,08450-420,3,1.4285714285714286,"-46.3993909, -23.5444124",LAJEADO,27761.759421900246
RA55000372,Darlice Paiva Prada Queiroga,21,2582.87,preta,feminino,5,pública,medicina,Rua Pedro Bruno,172,Butantã,São Paulo,SP,05506-010,2,0.8333333333333334,"-46.7094469, -23.5627911",BUTANTA,4780.916140049881
RA55000373,Luane Tinoco Belo,21,2549.87,branca,feminino,5,privada,medicina,Avenida Rudge,293,Bom Retiro,São Paulo,SP,01134-000,3,0.8333333333333334,"-46.6495072, -23.5256075",SANTA CECILIA,2613.7995983292362
RA55000374,Dinise Cedraz,21,3145.87,branca,feminino,5,privada,medicina,Rua Major Gomes Ribeiro,743,Vila Santa Teresa (Zona Leste),São Paulo,SP,03565-020,3,0.8333333333333334,"-46.4960198, -23.5382945",ARTUR ALVIM,17886.399403598138
RA55000375,Aleixo Palos Regodeiro Anlicoara,21,2499.87,branca,masculino,5,pública,design,Rua Nossa Senhora Aparecida,604,Jardim Felicidade (Zona Norte),São Paulo,SP,02326-105,3,1.6666666666666667,"-46.5768098, -23.4440407",JACANA,14243.92584809938
RA55000376,Madaleno Soeiro Angelim Paulos,21,3439.87,branca,masculino,5,privada,design,Avenida Sargento Geraldo Sant'Ana,572,Jardim Taquaral,São Paulo,SP,04674-901,2,1.6666666666666667,"-46.6855439, -23.6636627",CAMPO GRANDE,14081.57459232897
RA55000377,Elane Mamouros,21,2718.87,branca,feminino,5,pública,direito,Rua Marechal Deodoro,273,Santo Amaro,São Paulo,SP,04738-900,3,1.0,"-46.6989916, -23.6386852",SANTO AMARO,11572.865841480992
RA55000378,Lenilda Queirós,21,3562.86,branca,feminino,5,pública,engenharia biomédica,Praça Capri,573,Jardim Leonor Mendes de Barros,São Paulo,SP,02347-040,2,1.0,"-46.6110238, -23.463234",TREMEMBE,10363.77742386876
RA55000379,Tamilles Adão Camargo,21,2606.87,branca,feminino,5,privada,design,Avenida Nove de Julho,568,Jardim Paulista,São Paulo,SP,01407-907,2,1.6666666666666667,"-46.6438767, -23.5502206",REPUBLICA,3100.1739427352845
RA55000380,Rominique Cartaxo Guterres,21,2485.87,preta,masculino,5,privada,filosofia,Rua Capitão Prudente,202,Pinheiros,São Paulo,SP,05422-050,2,1.6666666666666667,"-46.6865828, -23.5679204",PINHEIROS,3680.9151563477176
RA55000381,Euricelia Lameira,21,2683.87,branca,feminino,5,pública,direito,Rua Sete de Junho,453,União de Vila Nova,São Paulo,SP,08072-075,3,1.0,"-46.4563377, -23.4870127",VILA JACUI,22669.01501318083
RA55000382,Juciana Calheiros Brasil Urias,21,2538.87,branca,feminino,5,privada,direito,Rua Trinta e Um de Outubro,686,Lauzane Paulista,São Paulo,SP,02442-165,2,1.0,"-46.6450236, -23.475452",MANDAQUI,7476.898888109072
RA55000383,Thierry Alcântara Canejo,21,3502.86,branca,masculino,5,privada,administração,Rua Sete de Junho,453,União de Vila Nova,São Paulo,SP,08072-075,2,1.25,"-46.4563377, -23.4870127",VILA JACUI,22669.01501318083
RA55000384,Maviel Mendonça Cerqueira,21,3089.87,branca,masculino,5,pública,ciência de dados,Rua São Bruno,741,Jardim São Bento,São Paulo,SP,02525-020,3,1.4285714285714286,"-46.6471054, -23.5032003",CASA VERDE,4600.990564997494
RA55000385,Idalete Farinha Monteiro Arouca,21,3019.87,branca,feminino,5,privada,filosofia,Rua Major Baracca,906,Parque Edu Chaves,São Paulo,SP,02232-000,2,1.6666666666666667,"-46.5621975, -23.4755526",JACANA,13134.37310389258
RA55000386,Gabrielen Mangueira,21,2506.87,branca,feminino,5,privada,história,Rua Flor de Abril,918,Jardim Peri,São Paulo,SP,02651-140,3,1.25,"-46.6575641, -23.4601589",CACHOEIRINHA,8799.365160982847
RA55000387,Lucinira Torrado,21,2938.87,branca,feminino,5,pública,administração,Rua Caetano Mero,60,Vila Constança,São Paulo,SP,04658-080,3,1.25,"-46.6654077, -23.672821",CID ADEMAR,15038.489129252366
RA55000388,Mairana Homem,21,3301.87,branca,feminino,5,pública,filosofia,Rua Marconi,820,Centro,São Paulo,SP,01047-905,2,1.6666666666666667,"-46.6404438, -23.5456485",REPUBLICA,3250.733925917892
RA55000389,Fabineia Morais Guerra Gusmão,21,2633.87,branca,feminino,5,pública,engenharia biomédica,Rua Dezenove de Julho,875,Jardim São José (Zona Norte),São Paulo,SP,02971-040,2,1.0,"-46.7110407, -23.4863841",PIRITUBA,7056.772115547531
RA55000390,Deide Barbalho Penha Ourique,21,2659.87,branca,feminino,5,pública,história,Rua Nossa Senhora da Piedade,327,Jardim Francisco Mendes,São Paulo,SP,02366-010,2,1.25,"-46.6925688, -23.6329488",SANTO AMARO,10802.67958687513
RA55000391,Leureni Freiria,21,2569.87,branca,feminino,5,privada,história,Rua Trio Arquiduque,434,Jardim São Bernardo,São Paulo,SP,04844-520,3,1.25,"-46.7019491, -23.7590457",GRAJAU,24840.386314734624
RA55000392,Kae Paulos Ulhoa,21,2550.87,branca,masculino,5,pública,filosofia,Rua Diogo Barbosa,435,Vila Marari,São Paulo,SP,04403-210,3,1.6666666666666667,"-46.6631442, -23.6751645",CID ADEMAR,15310.336636793372
RA55000393,Taina Vilar Cunha Leme,21,3650.86,branca,feminino,5,privada,engenharia biomédica,Rua Major Boaventura,415,Parque Artur Alvim,São Paulo,SP,03569-030,2,1.0,"-46.4910479, -23.5423042",ARTUR ALVIM,18399.899972404593
RA55000394,Almirio Charneca Eanes,21,3492.86,branca,masculino,5,pública,engenharia biomédica,Rua Almeida Leite,424,Siciliano,São Paulo,SP,05052-080,2,1.0,"-46.7002458, -23.5340327",LAPA,3001.563899621668
RA55000395,Nicea Zambujal Tomé,21,2590.87,branca,feminino,5,privada,filosofia,Travessa Cinco de Janeiro,924,Jardim São Savério,São Paulo,SP,04194-345,2,1.6666666666666667,"-46.6089478, -23.6522671",SACOMA,14232.437721644157
RA55000396,Edico Estrela Castanheda Meneses,21,3205.87,branca,masculino,5,privada,ciência da computação,Rua João Anes,464,Alto da Lapa,São Paulo,SP,05060-020,2,1.25,"-46.7066304, -23.5265268",LAPA,3841.8821154889342
RA55000397,Jong Anes,21,3282.87,branca,feminino,5,privada,medicina,Rua Dez de Julho,594,Cidade Ademar,São Paulo,SP,04404-000,2,0.8333333333333334,"-46.6585678, -23.6659976",CID ADEMAR,14324.1659529807
RA55000398,Jailde Aranha,21,2738.87,branca,masculino,5,privada,administração,Rua Monsenhor Anacleto,13,Brás,São Paulo,SP,03003-020,3,1.25,"-46.623174, -23.5466213",BRAS,4994.2583955797
RA55000399,Dimorvan Feira Salazar,21,3636.86,branca,masculino,5,privada,design,Rua Caetano Pinto,235,Brás,São Paulo,SP,03041-000,3,1.6666666666666667,"-46.621499, -23.5481405",BRAS,5196.197088487396
RA55000400,Edselma Lários Marcondes Quinterno,21,3384.87,preta,feminino,5,privada,administração,Avenida Ceci,688,Planalto Paulista,São Paulo,SP,04065-004,2,1.25,"-46.6521425, -23.6156353",SAUDE,8865.679592638784
RA55000401,Roberson Lisboa Zambujal,21,3557.86,preta,masculino,5,pública,ciência de dados,Rua Major Walter Carlson,532,Jardim Arpoador,São Paulo,SP,05565-210,3,1.4285714285714286,"-46.7898091, -23.5921035",RAPOSO TAVARES,13525.647210779183
RA55000402,Josimar Neves Onofre Bento,21,3175.87,branca,masculino,5,privada,ciência da computação,Travessa Dezoito de Dezembro,659,Vila Tolstoi,São Paulo,SP,03269-035,2,1.25,"-46.5237118, -23.6032076",SAPOPEMBA,16716.908855219484
RA55000403,Valdita Viveiros Póvoas,21,3352.87,branca,feminino,5,privada,filosofia,Avenida Nove de Julho,568,Jardim Paulista,São Paulo,SP,01407-907,2,1.6666666666666667,"-46.6438767, -23.5502206",REPUBLICA,3100.1739427352845
RA55000404,Aurelino Lousada Lustosa Prado,23,2524.77,branca,masculino,1,privada,ciência de dados,Avenida Rudge,293,Bom Retiro,São Paulo,SP,01134-000,2,0.2857142857142857,"-46.6495072, -23.5256075",SANTA CECILIA,2613.7995983292362
RA55000405,Euflavia Noite,22,3168.31,branca,feminino,4,privada,filosofia,Rua Marcos Lopes,456,Vila Nova Conceição,São Paulo,SP,04513-080,2,1.3333333333333333,"-46.67151459999999, -23.5985126",MOEMA,6740.164790647067
RA55000406,Experdito Craveiro Palmeira,22,3582.31,branca,masculino,2,privada,engenharia biomédica,Rua Dom Rosalvo,343,Sumarezinho,São Paulo,SP,05442-903,3,0.4,"-46.6970771, -23.5458286",ALTO DE PINHEIROS,2781.5993722834733
RA55000407,Elisbete Nunes,23,3053.76,branca,feminino,2,privada,administração,Rua Sete de Junho,453,União de Vila Nova,São Paulo,SP,08072-075,3,0.5,"-46.4563377, -23.4870127",VILA JACUI,22669.01501318083
RA55000408,Mirivaldo Pedro,23,3342.76,preta,masculino,5,privada,ciência de dados,Rua Pedro Lembi,593,Vila Maria Baixa,São Paulo,SP,02110-020,3,1.4285714285714286,"-46.5974888, -23.5199911",VILA GUILHERME,7791.0006339382635
RA55000409,Liciene Morão Brasil,22,3457.31,branca,feminino,5,privada,história,Praça Capri,573,Jardim Leonor Mendes de Barros,São Paulo,SP,02347-040,3,1.25,"-46.6110238, -23.463234",TREMEMBE,10363.77742386876
RA55000410,Gabriell Azevedo,25,3624.65,branca,masculino,4,privada,filosofia,Rua Rui Boto de Sousa,425,Jardim Aracati,São Paulo,SP,04949-020,3,1.3333333333333333,"-46.7670013, -23.7192588",JD ANGELA,22444.047195329244
RA55000411,Wellio Ponte,22,2703.32,branca,masculino,3,privada,design,Rua Nossa Senhora da Paz,485,Jardim Almeida,São Paulo,SP,04866-245,3,1.0,"-46.7266499, -23.8023856",PARELHEIROS,30011.51551115775
RA55000412,Orliete Inácio Carneiro Chamusca,23,3503.76,branca,feminino,5,pública,design,Praça da Sé,871,Sé,São Paulo,SP,01001-901,3,1.6666666666666667,"-46.6334257, -23.5492926",SE,4053.582224717661
RA55000413,Lucileno Penteado,24,3289.21,branca,masculino,2,privada,direito,Avenida Marechal Tito,689,Jardim Silva Teles,São Paulo,SP,08160-505,2,0.4,"-46.4388502, -23.4940917",SAO MIGUEL,24229.248670244186
RA55000414,Glenilson Vinhas,22,3182.31,branca,masculino,2,pública,engenharia biomédica,Rua Carapuruí,62,Alto da Lapa,São Paulo,SP,05059-050,3,0.4,"-46.7111633, -23.532242",LAPA,4133.886749810862
RA55000415,Diel Calçada Baía,23,2556.77,branca,masculino,5,privada,administração,Avenida Dezenove de Janeiro,320,Vila Carrão,São Paulo,SP,03449-000,2,1.25,"-46.52632699999999, -23.5554447",CARRAO,14917.301068142124
RA55000416,Marconio Graça,22,2986.32,preta,masculino,4,privada,direito,Travessa Dezoito de Dezembro,659,Vila Tolstoi,São Paulo,SP,03269-035,2,0.8,"-46.5237118, -23.6032076",SAPOPEMBA,16716.908855219484
RA55000417,Lidovino Caneira Leitão,25,2996.66,branca,masculino,5,pública,direito,Rua Caetano Augusto,468,Mooca,São Paulo,SP,03190-070,2,1.0,"-46.5722877, -23.5638971",AGUA RASA,10500.614702934281
RA55000418,Licilene Bugalho,23,3558.76,branca,feminino,5,pública,ciência de dados,Rua Marechal Silva Fonseca,104,Jardim Três Marias,São Paulo,SP,03676-030,2,1.4285714285714286,"-46.4927623, -23.5171327",PONTE RASA,18369.266017103844
RA55000419,Taise Fontinha Cardim,22,3274.31,branca,feminino,4,privada,ciência de dados,Rua Nove de Julho,501,Santo Amaro,São Paulo,SP,04739-900,3,1.1428571428571428,"-46.6971311, -23.6462365",SANTO AMARO,12348.857952078884
RA55000420,Geisson Vides Marques,25,3296.66,branca,masculino,3,privada,ciência da computação,Avenida Nove de Julho,648,Jardim Paulista,São Paulo,SP,01407-905,2,0.75,"-46.6447529, -23.5505481",REPUBLICA,3036.514517236255
RA55000421,Angelino Onofre Minho,24,2731.21,branca,masculino,4,privada,administração,Rua Três de Maio,943,Vila Clementino,São Paulo,SP,04044-020,3,1.0,"-46.6420636, -23.6039906",SAUDE,7929.879774069002
RA55000422,Poliano Brum Faria,24,2951.21,branca,masculino,3,privada,medicina,Rua Major Baracca,906,Parque Edu Chaves,São Paulo,SP,02232-000,2,0.5,"-46.5621975, -23.4755526",JACANA,13134.37310389258
RA55000423,Edmildo Modesto,24,2604.21,branca,masculino,3,pública,medicina,Avenida Agami,715,Moema,São Paulo,SP,04522-001,3,0.5,"-46.6597619, -23.6008414",MOEMA,7096.4698373518995
RA55000424,Rosilma Cavaco,22,3378.31,branca,feminino,1,pública,ciência da computação,Rua Marechal Deodoro,273,Santo Amaro,São Paulo,SP,04738-900,2,0.25,"-46.6989916, -23.6386852",SANTO AMARO,11572.865841480992
RA55000425,Giova Parente,23,3320.76,branca,masculino,4,privada,engenharia biomédica,Rua D,297,Jardim Mar Lune,São Paulo,SP,04874-190,3,0.8,"-46.6657058, -23.8211839",GRAJAU,31577.056002348127
RA55000426,Ronicleiton Neres Prado Meireles,25,5710.63,branca,masculino,3,pública,filosofia,Rua Marechal Pimentel,204,Sacomã,São Paulo,SP,04248-100,2,1.0,"-46.5964786, -23.6104991",SACOMA,11109.393364396637
RA55000427,Elielton Canela,24,5315.19,branca,masculino,4,privada,engenharia biomédica,Rua Treze de Janeiro,374,Americanópolis,São Paulo,SP,04336-080,2,0.8,"-46.6451153, -23.6663831",JABAQUARA,14554.763856669104
RA55000428,Leslen Roriz Igrejas Chainho,23,4522.75,branca,feminino,1,privada,ciência de dados,Rua Flor de Abril,918,Jardim Peri,São Paulo,SP,02651-140,2,0.2857142857142857,"-46.6575641, -23.4601589",CACHOEIRINHA,8799.365160982847
RA55000429,Isaides Rangel,25,5463.64,preta,feminino,1,privada,história,Rua Vandoma,788,Parque Cocaia,São Paulo,SP,04850-170,2,0.25,"-46.6784405, -23.7543455",GRAJAU,24129.31153547043
RA55000430,Nicilene Malafaia,22,5795.29,branca,feminino,3,privada,medicina,Rua Capitão Rangel,574,Vila São Geraldo,São Paulo,SP,03607-100,2,0.5,"-46.5442257, -23.5174735",PENHA,13166.733326935073
RA55000431,Dimi Fidalgo,25,4992.64,branca,masculino,1,privada,ciência da computação,Rua Capitão Salomão,840,Centro,São Paulo,SP,01034-020,3,0.25,"-46.6369455, -23.5429693",REPUBLICA,3538.623417017247
RA55000432,Uender Lourenço Veloso Catela,23,5784.74,branca,feminino,2,privada,engenharia biomédica,Rua Capitão José Leite,759,Vila Matilde,São Paulo,SP,03510-010,2,0.4,"-46.52812, -23.5420314",VILA MATILDE,14615.094806944486
RA55000433,Ordalina Mafra Carrilho Urias,22,5305.3,preta,feminino,3,privada,história,Rua Pedro Doll,676,Santana,São Paulo,SP,02404-001,2,0.75,"-46.6314, -23.4902621",SANTANA,6703.2872424627785
RA55000434,Felisvaldo Júdice,24,3936.2,branca,masculino,4,privada,direito,Rua Soneto de Agosto,641,Jardim Santa Lucrécia,São Paulo,SP,05185-430,2,0.8,"-46.7490884, -23.4395076",JARAGUA,13570.080998504318
RA55000435,Chaiani Camarinho Carvalheira Quinteiro,24,5745.19,branca,feminino,5,pública,medicina,Rua André de Almeida,565,Jardim Cinco de Julho,São Paulo,SP,03953-085,2,0.8333333333333334,"-46.4876002, -23.590251",SAO MATEUS,19625.87964290263
RA55000436,Rafick Dourado Inês Coimbra,23,6026.74,branca,masculino,3,pública,ciência de dados,Rua Sete de Abril,787,Centro,São Paulo,SP,01044-902,3,0.8571428571428571,"-46.64274040000001, -23.5442654",REPUBLICA,2985.495979922253
RA55000437,Enzon Valério Lagos Franqueira,24,5549.19,branca,masculino,2,privada,administração,Rua Quinze de Novembro,993,Centro,São Paulo,SP,01013-907,3,0.5,"-46.6342173, -23.5475305",SE,3919.3922602906746
RA55000438,Arllen Valgueiro Dias,25,5986.63,branca,feminino,3,pública,administração,Viela Vinte e Sete de Setembro,710,Cidade Nova Heliópolis,São Paulo,SP,04235-090,3,0.75,"-46.5909673, -23.6114651",SACOMA,11578.859485013985
RA55000439,Weldja Feitosa,22,3752.31,branca,feminino,4,privada,administração,Rua Soldado Aristides Gouveia,76,Parque Novo Mundo,São Paulo,SP,02188-090,2,1.0,"-46.5686261, -23.5106898",VILA MARIA,10909.349328353812
RA55000440,Taniara Barroqueiro Boga,25,5938.63,branca,feminino,5,privada,filosofia,Rua Dom Valentim,536,Jardim Colombo,São Paulo,SP,05629-040,2,1.6666666666666667,"-46.7305588, -23.6043483",VILA SONIA,9557.578988291298
RA55000441,Ozenilde Chousa,24,3813.2,branca,feminino,4,pública,história,Rua Soldado Gentil Guimarães,750,Parque Novo Mundo,São Paulo,SP,02144-010,3,1.0,"-46.5692414, -23.5036781",VILA MARIA,11094.74615957559
RA55000442,Tatiele Ponte Cambezes,22,5914.29,preta,feminino,4,pública,filosofia,Rua Marino Pinto,894,Jardim Palmares (Zona Sul),São Paulo,SP,04457-090,3,1.3333333333333333,"-46.6782738, -23.6893317",CAMPO GRANDE,16883.32093087177
RA55000443,Dieliton Sardinha Bingre Brião,25,4672.64,branca,masculino,1,pública,direito,Rua Vinte e Seis de Abril,307,Vila Esperança,São Paulo,SP,03651-020,3,0.2,"-46.5185714, -23.5236442",PENHA,15667.137163295749
RA55000444,Wildison Canejo Assunção Canto,23,3811.76,branca,masculino,3,privada,história,Rua Joaquim Caetano,994,Cidade Nova América,São Paulo,SP,04897-525,3,0.75,"-46.6795882, -23.8695285",PARELHEIROS,36972.72307699568
RA55000445,Maluza Robalinho Baião,23,4799.75,preta,feminino,3,privada,medicina,Rua N,349,Jardim Brasília (Zona Norte),São Paulo,SP,02857-065,3,0.5,"-46.7073647, -23.4428259",BRASILANDIA,11246.309114083713
RA55000446,Felismina Castelhano Dourado,22,5041.3,branca,feminino,5,privada,ciência de dados,Rua Monsenhor Salim,959,Itaim Paulista,São Paulo,SP,08111-180,2,1.4285714285714286,"-46.3795467, -23.4951311",ITAIM PAULISTA,30166.617988947506
RA55000447,Dogomar Sítima Nazário,22,5023.3,preta,masculino,5,privada,medicina,Rua 5 de Outubro,841,Chácara Gaivotas,São Paulo,SP,04849-309,2,0.8333333333333334,"-46.6641055, -23.739427",GRAJAU,22466.373074854124
RA55000448,Eliane Brás Carvalhais Guedelha,24,5405.19,branca,feminino,1,privada,filosofia,Rua João Canzi,697,Jardim Patente,São Paulo,SP,04243-090,2,0.3333333333333333,"-46.5872923, -23.6255862",SACOMA,12985.103945827625
RA55000449,Arineuza Espargosa,25,4687.64,branca,feminino,5,pública,ciência da computação,Rua Capitão Prudente,202,Pinheiros,São Paulo,SP,05422-050,3,1.25,"-46.6865828, -23.5679204",PINHEIROS,3680.9151563477176
RA55000450,Josineire Lameirinhas,25,4730.64,preta,feminino,5,pública,engenharia biomédica,Praça Caipé,376,Vila Califórnia,São Paulo,SP,03213-010,2,1.0,"-46.5589419, -23.6042138",VILA PRUDENTE,13628.322361621855
RA55000451,Glauber Cipriano Anes Godoi,23,3813.76,branca,masculino,5,privada,direito,Rua Vinte e Oito de Setembro,136,Vila Dom Pedro I,São Paulo,SP,04267-000,1,1.0,"-46.6112781, -23.5942204",IPIRANGA,8753.45528469732
RA55000452,Djanildo Canedo Quintão,25,5194.64,branca,masculino,5,privada,engenharia biomédica,Praça Alves Barbosa,878,Vila Bonilha,São Paulo,SP,02935-140,0,1.0,"-46.717821, -23.4890898",PIRITUBA,7247.598908126163
RA55000453,Valdir Álvares Goulart,23,3742.76,branca,masculino,3,privada,ciência de dados,Rua Major Ari Gomes,118,Vila Mazzei,São Paulo,SP,02309-050,0,0.8571428571428571,"-46.6068757, -23.4741075",TUCURUVI,9696.422639554685
RA55000454,Sidevaldo Olivares Amarante,25,5099.64,branca,masculino,5,privada,ciência de dados,Praça Caipé,376,Vila Califórnia,São Paulo,SP,03213-010,1,1.4285714285714286,"-46.5589419, -23.6042138",VILA PRUDENTE,13628.322361621855
RA55000455,Cleuzinete Arantes,25,4470.65,branca,feminino,1,privada,direito,Rua N,126,Furnas,São Paulo,SP,02323-280,0,0.2,"-46.5883074, -23.4427623",TREMEMBE,13588.099311799298
RA55000456,Geise Malafaia,24,3998.2,branca,feminino,2,privada,ciência de dados,Rua Rosa de Nossa Senhora,913,Vila Reis,São Paulo,SP,08040-400,1,0.5714285714285714,"-46.450615, -23.5085513",VILA JACUI,22764.276187763186
RA55000457,Bruci Ventura,22,4825.3,branca,masculino,5,privada,direito,Rua Almeida Góis,195,Vila Gumercindo,São Paulo,SP,04131-040,0,1.0,"-46.6169678, -23.6071615",CURSINO,9487.373237343629
RA55000458,Dislaine Bogado Alcântara Poças,23,3974.76,branca,feminino,1,pública,ciência de dados,Praça Três de Setembro,892,Vila Alpina,São Paulo,SP,03207-060,1,0.2857142857142857,"-46.5658149, -23.6026004",VILA PRUDENTE,12942.981651753376
RA55000459,Nairon Inácio Zambujal Canário,23,4736.75,preta,masculino,5,privada,história,Rua Almeida Araújo,681,Jardim Santa Etelvina,São Paulo,SP,08470-815,0,1.25,"-46.3936688, -23.5934785",CID TIRADENTES,28998.687862677143
RA55000460,Niele Padilha,23,6008.74,branca,feminino,3,privada,ciência da computação,Rua Ilha Maiorca,682,Jardim Guarujá,São Paulo,SP,05877-250,1,0.75,"-46.7926505, -23.6909826",CAPAO REDONDO,21078.86022741795
RA55000461,Shigueo Castanheira Lopes Belo,23,6051.74,branca,masculino,1,privada,engenharia biomédica,Rua Onofre Pinto,15,Jardim Lajeado,São Paulo,SP,08441-211,1,0.2,"-46.4028941, -23.5327506",LAJEADO,27402.521378617683
RA55000462,Rariana Hipólito Gameiro,25,3721.65,branca,feminino,1,privada,filosofia,Rua Major João Nunes,800,Jardim São Paulo(Zona Norte),São Paulo,SP,02046-070,0,0.3333333333333333,"-46.6109608, -23.4925579",VILA GUILHERME,7974.241260093359
RA55000463,Eugenio Madruga Bragança,24,3942.2,branca,masculino,4,pública,engenharia biomédica,Praça São Marcos,834,Vila Ida,São Paulo,SP,05455-050,0,0.8,"-46.71106229999999, -23.5424129",ALTO DE PINHEIROS,4100.491812636889
RA55000464,Yorrana Matosinhos Campelo Soeiro,22,4839.3,branca,feminino,4,privada,história,Praça Kant,199,Jardim Vila Mariana,São Paulo,SP,04116-230,1,1.0,"-46.6228266, -23.592469",VILA MARIANA,7821.8579143007055
RA55000465,Julinaldo Silva Aquino Grande,24,6023.18,branca,masculino,2,pública,direito,Rua São Luís,207,Vila Cosmopolita,São Paulo,SP,08421-030,1,0.4,"-46.4240129, -23.5566942",GUAIANASES,25322.94478200757
RA55000466,Joselma Chamusca Ferreira Meira,23,6014.74,branca,feminino,4,privada,design,Avenida Marechal Tito,891,Jardim Silva Teles,São Paulo,SP,08160-495,1,1.3333333333333333,"-46.4371255, -23.4950325",SAO MIGUEL,24380.81834773196
